0,1,2,3
82569944.0,18429545,12000,2026-03-30T16:56:58Z
82569913.0,16093810,9500,2026-03-30T16:56:58Z
82569913.0,18429545,5000,2026-03-30T16:56:58Z
82569913.0,16544003,5100,2026-03-30T16:56:58Z
82524714.0,16544003,2800,2026-03-30T00:11:59Z
82524714.0,16544003,2000,2026-03-30T00:10:57Z
82524714.0,18429545,18000,2026-03-29T23:48:04Z
82524714.0,16544003,1500,2026-03-29T23:48:04Z
82521026.0,16093810,1000,2026-03-29T15:01:58Z
82521026.0,18429545,4500,2026-03-29T15:01:58Z
82521019.0,16093810,1000,2026-03-29T15:01:58Z
82521019.0,18429545,11000,2026-03-29T15:01:58Z
82521010.0,16093810,1000,2026-03-29T15:01:58Z
82521010.0,18429545,11000,2026-03-29T15:01:58Z
82521003.0,16093810,1000,2026-03-29T15:01:58Z
82521003.0,18429545,6000,2026-03-29T15:01:58Z
82520997.0,16093810,1000,2026-03-29T15:01:58Z
82520997.0,18429545,4500,2026-03-29T15:01:58Z
82520987.0,16093810,1000,2026-03-29T15:01:58Z
82520987.0,18429545,11000,2026-03-29T15:01:58Z
82520981.0,16093810,1000,2026-03-29T15:01:58Z
82520981.0,18429545,2500,2026-03-29T15:01:58Z
82520981.0,16544003,1800,2026-03-29T15:01:58Z
82520975.0,16544003,1800,2026-03-29T15:01:58Z
82520975.0,15342541,13000,2026-03-29T15:01:58Z
82520970.0,16544003,1800,2026-03-29T15:01:58Z
82520970.0,15342541,13000,2026-03-29T15:01:58Z
82520965.0,16093810,1000,2026-03-29T15:01:58Z
82520965.0,18429545,2500,2026-03-29T15:01:58Z
82520957.0,16093810,1000,2026-03-29T15:01:58Z
82520957.0,18429545,8500,2026-03-29T15:01:58Z
82520957.0,16544003,1800,2026-03-29T15:01:58Z
82520949.0,16093810,1000,2026-03-29T15:01:58Z
82520949.0,18429545,8500,2026-03-29T15:01:58Z
82520949.0,16544003,1800,2026-03-29T15:01:58Z
82520941.0,16093810,1000,2026-03-29T15:01:58Z
82520941.0,18429545,8500,2026-03-29T15:01:58Z
82520941.0,16544003,1800,2026-03-29T15:01:58Z
82520934.0,16093810,1000,2026-03-29T15:01:58Z
82520934.0,18429545,4500,2026-03-29T15:01:58Z
82520934.0,16544003,1600,2026-03-29T15:01:58Z
82520927.0,16093810,1000,2026-03-29T15:01:58Z
82520927.0,18429545,4500,2026-03-29T15:01:58Z
82520927.0,16544003,1600,2026-03-29T15:01:58Z
82520920.0,16093810,1000,2026-03-29T15:01:58Z
82520920.0,18429545,11500,2026-03-29T15:01:58Z
82520920.0,16544003,1600,2026-03-29T15:01:58Z
82520913.0,16093810,1000,2026-03-29T15:01:58Z
82520913.0,18429545,11000,2026-03-29T15:01:58Z
82520913.0,16544003,1600,2026-03-29T15:01:58Z
82520906.0,16093810,1000,2026-03-29T15:01:58Z
82520906.0,18429545,12000,2026-03-29T15:01:58Z
82520906.0,16544003,1600,2026-03-29T15:01:58Z
82520898.0,16093810,1000,2026-03-29T15:01:58Z
82520898.0,18429545,12500,2026-03-29T15:01:58Z
82520898.0,16544003,1600,2026-03-29T15:01:58Z
82496972.0,16093810,1000,2026-03-28T16:35:29Z
82496972.0,18429545,15000,2026-03-28T16:35:29Z
82496952.0,16093810,1000,2026-03-28T16:35:29Z
82496952.0,18429545,19500,2026-03-28T16:35:29Z
82496952.0,16544003,7300,2026-03-28T16:35:29Z
82496935.0,16093810,1000,2026-03-28T16:35:29Z
82496935.0,18429545,11000,2026-03-28T16:35:29Z
82496932.0,16093810,1000,2026-03-28T16:35:29Z
82496932.0,15342541,29000,2026-03-28T16:35:29Z
82496923.0,16093810,1000,2026-03-28T16:35:29Z
82496923.0,18429545,11000,2026-03-28T16:35:29Z
82496920.0,16093810,1000,2026-03-28T16:35:29Z
82496920.0,15342541,28000,2026-03-28T16:35:29Z
82496916.0,16093810,1000,2026-03-28T16:35:29Z
82496916.0,16544003,1800,2026-03-28T16:35:29Z
82496916.0,15342541,7000,2026-03-28T16:35:29Z
82496912.0,16093810,1000,2026-03-28T16:35:29Z
82496912.0,16544003,1800,2026-03-28T16:35:29Z
82496912.0,15342541,7000,2026-03-28T16:35:29Z
82496904.0,16093810,1000,2026-03-28T16:35:29Z
82496904.0,16544003,1800,2026-03-28T16:35:29Z
82496904.0,15342541,7000,2026-03-28T16:35:29Z
82496900.0,16093810,1000,2026-03-28T16:35:29Z
82496900.0,16544003,1800,2026-03-28T16:35:29Z
82496900.0,15342541,7000,2026-03-28T16:35:29Z
82496892.0,16093810,1000,2026-03-28T16:35:29Z
82496892.0,18429545,3000,2026-03-28T16:35:29Z
82496892.0,16544003,1800,2026-03-28T16:35:29Z
82496892.0,15339263,10000,2026-03-28T16:35:29Z
82496873.0,16093810,1000,2026-03-28T16:35:29Z
82496873.0,18429545,18000,2026-03-28T16:35:29Z
82496873.0,16544003,1800,2026-03-28T16:35:29Z
82496863.0,16093810,1500,2026-03-28T16:35:29Z
82496863.0,18429545,4500,2026-03-28T16:35:29Z
82496863.0,16544003,1500,2026-03-28T16:35:29Z
82496855.0,16093810,1500,2026-03-28T16:35:29Z
82496855.0,18429545,4500,2026-03-28T16:35:29Z
82496855.0,16544003,1500,2026-03-28T16:35:29Z
82496845.0,16093810,1500,2026-03-28T16:35:29Z
82496845.0,18429545,4500,2026-03-28T16:35:29Z
82496845.0,16544003,1500,2026-03-28T16:35:29Z
82496789.0,16544003,3000,2026-03-28T16:35:29Z
82496789.0,16093810,1500,2026-03-28T16:35:29Z
82496789.0,18429545,4500,2026-03-28T16:35:29Z
82496779.0,16544003,3000,2026-03-28T16:35:29Z
82496779.0,16093810,1500,2026-03-28T16:35:29Z
82496779.0,18429545,4500,2026-03-28T16:35:29Z
82496771.0,16093810,1000,2026-03-28T16:35:29Z
82496771.0,18429545,4000,2026-03-28T16:35:29Z
82496771.0,16544003,1800,2026-03-28T16:35:29Z
82496763.0,16093810,1000,2026-03-28T16:35:29Z
82496763.0,18429545,4000,2026-03-28T16:35:29Z
82496763.0,16544003,1800,2026-03-28T16:35:29Z
82496755.0,16093810,1500,2026-03-28T16:35:29Z
82496755.0,18429545,4500,2026-03-28T16:35:29Z
82496755.0,16544003,3000,2026-03-28T16:35:29Z
82496747.0,16093810,1000,2026-03-28T16:35:29Z
82496747.0,18429545,12500,2026-03-28T16:35:29Z
82496747.0,16544003,3300,2026-03-28T16:35:29Z
82495830.0,16093810,1000,2026-03-28T16:22:05Z
82495830.0,18429545,15000,2026-03-28T16:22:05Z
82495803.0,16093810,1000,2026-03-28T16:22:05Z
82495803.0,18429545,19500,2026-03-28T16:22:05Z
82495803.0,16544003,7300,2026-03-28T16:22:05Z
82495778.0,16093810,1000,2026-03-28T16:22:05Z
82495778.0,18429545,11000,2026-03-28T16:22:05Z
82495771.0,16093810,1000,2026-03-28T16:22:05Z
82495771.0,15342541,29000,2026-03-28T16:22:05Z
82495756.0,16093810,1000,2026-03-28T16:22:05Z
82495756.0,18429545,11000,2026-03-28T16:22:05Z
82495743.0,16093810,1000,2026-03-28T16:22:05Z
82495743.0,15342541,28000,2026-03-28T16:22:05Z
82495735.0,16093810,1000,2026-03-28T16:22:05Z
82495735.0,16544003,1800,2026-03-28T16:22:05Z
82495735.0,15342541,7000,2026-03-28T16:22:05Z
82495725.0,16093810,1000,2026-03-28T16:22:05Z
82495725.0,16544003,1800,2026-03-28T16:22:05Z
82495725.0,15342541,7000,2026-03-28T16:22:05Z
82495717.0,16093810,1000,2026-03-28T16:22:05Z
82495717.0,16544003,1800,2026-03-28T16:22:05Z
82495717.0,15342541,7000,2026-03-28T16:22:05Z
82495707.0,16093810,1000,2026-03-28T16:22:05Z
82495707.0,16544003,1800,2026-03-28T16:22:05Z
82495707.0,15342541,7000,2026-03-28T16:22:05Z
82495688.0,16093810,1000,2026-03-28T16:22:05Z
82495688.0,18429545,3000,2026-03-28T16:22:05Z
82495688.0,16544003,1800,2026-03-28T16:22:05Z
82495688.0,15339263,10000,2026-03-28T16:22:05Z
82495662.0,16093810,1000,2026-03-28T16:22:05Z
82495662.0,18429545,18000,2026-03-28T16:22:05Z
82495662.0,16544003,1800,2026-03-28T16:22:05Z
82495647.0,16093810,1500,2026-03-28T16:22:05Z
82495647.0,18429545,4500,2026-03-28T16:22:05Z
82495647.0,16544003,1500,2026-03-28T16:22:05Z
82495632.0,16093810,1500,2026-03-28T16:22:05Z
82495632.0,18429545,4500,2026-03-28T16:22:05Z
82495632.0,16544003,1500,2026-03-28T16:22:05Z
82495618.0,16093810,1500,2026-03-28T16:22:05Z
82495618.0,18429545,4500,2026-03-28T16:22:05Z
82495618.0,16544003,1500,2026-03-28T16:22:05Z
82495603.0,16544003,3000,2026-03-28T16:22:05Z
82495603.0,16093810,1500,2026-03-28T16:22:05Z
82495603.0,18429545,4500,2026-03-28T16:22:05Z
82495588.0,16544003,3000,2026-03-28T16:22:05Z
82495588.0,16093810,1500,2026-03-28T16:22:05Z
82495588.0,18429545,4500,2026-03-28T16:22:05Z
82495568.0,16093810,1000,2026-03-28T16:22:05Z
82495568.0,18429545,4000,2026-03-28T16:22:05Z
82495568.0,16544003,1800,2026-03-28T16:22:05Z
82495551.0,16093810,1000,2026-03-28T16:22:05Z
82495551.0,18429545,4000,2026-03-28T16:22:05Z
82495551.0,16544003,1800,2026-03-28T16:22:05Z
82495491.0,16093810,1500,2026-03-28T16:22:05Z
82495491.0,18429545,4500,2026-03-28T16:22:05Z
82495491.0,16544003,3000,2026-03-28T16:22:05Z
82495473.0,16093810,1000,2026-03-28T16:22:05Z
82495473.0,18429545,12500,2026-03-28T16:22:05Z
82495473.0,16544003,3300,2026-03-28T16:22:05Z
82493139.0,16093810,800,2026-03-28T15:24:49Z
82493139.0,18429545,5000,2026-03-28T15:24:49Z
82493139.0,16544003,3000,2026-03-28T15:24:49Z
82493128.0,16093810,800,2026-03-28T15:24:49Z
82493128.0,18429545,5500,2026-03-28T15:24:49Z
82493115.0,16093810,800,2026-03-28T15:24:49Z
82493115.0,18429545,12000,2026-03-28T15:24:49Z
82493099.0,16093810,800,2026-03-28T15:24:49Z
82493099.0,16544003,1300,2026-03-28T15:24:49Z
82493099.0,18429545,2500,2026-03-28T15:24:49Z
82493099.0,16544003,2000,2026-03-28T15:24:49Z
82493086.0,16093810,800,2026-03-28T15:24:49Z
82493086.0,16544003,1300,2026-03-28T15:24:49Z
82493086.0,18429545,2500,2026-03-28T15:24:49Z
82493086.0,16544003,2000,2026-03-28T15:24:49Z
82493072.0,16093810,800,2026-03-28T15:24:49Z
82493072.0,18429545,4500,2026-03-28T15:24:49Z
82493058.0,16093810,800,2026-03-28T15:24:49Z
82493058.0,18429545,4500,2026-03-28T15:24:49Z
82493041.0,16093810,800,2026-03-28T15:24:49Z
82493041.0,18429545,10000,2026-03-28T15:24:49Z
82493027.0,16093810,800,2026-03-28T15:24:49Z
82493027.0,18429545,11000,2026-03-28T15:24:49Z
82493012.0,16093810,800,2026-03-28T15:24:49Z
82493012.0,18429545,2500,2026-03-28T15:24:49Z
82493012.0,16544003,1400,2026-03-28T15:24:49Z
82493012.0,16544003,2000,2026-03-28T15:24:49Z
82492992.0,16093810,800,2026-03-28T15:24:49Z
82492992.0,18429545,8500,2026-03-28T15:24:49Z
82492992.0,16544003,2000,2026-03-28T15:24:49Z
82492992.0,16544003,1400,2026-03-28T15:24:49Z
82492975.0,16093810,800,2026-03-28T15:24:49Z
82492975.0,18429545,8500,2026-03-28T15:24:49Z
82492975.0,16544003,2000,2026-03-28T15:24:49Z
82492975.0,16544003,1400,2026-03-28T15:24:49Z
82492956.0,16093810,800,2026-03-28T15:24:49Z
82492956.0,18429545,4500,2026-03-28T15:24:49Z
82492956.0,16544003,1400,2026-03-28T15:24:49Z
82492956.0,16544003,2000,2026-03-28T15:24:49Z
82492889.0,16093810,800,2026-03-28T15:24:49Z
82492889.0,18429545,4500,2026-03-28T15:24:49Z
82492889.0,16544003,1400,2026-03-28T15:24:49Z
82492889.0,16544003,2000,2026-03-28T15:24:49Z
82492875.0,16093810,800,2026-03-28T15:24:49Z
82492875.0,18429545,11500,2026-03-28T15:24:49Z
82492875.0,16544003,2000,2026-03-28T15:24:49Z
82492852.0,16093810,800,2026-03-28T15:24:49Z
82492852.0,18429545,11500,2026-03-28T15:24:49Z
82492852.0,16544003,2000,2026-03-28T15:24:49Z
82486421.0,16093810,1000,2026-03-28T12:45:58Z
82486421.0,15342541,37450,2026-03-28T12:45:58Z
82486415.0,16093810,1000,2026-03-28T12:45:58Z
82486415.0,18429545,11000,2026-03-28T12:45:58Z
82486407.0,16093810,1000,2026-03-28T12:45:58Z
82486407.0,18429545,5000,2026-03-28T12:45:58Z
82486401.0,16093810,1000,2026-03-28T12:45:58Z
82486401.0,18429545,5000,2026-03-28T12:45:58Z
82486395.0,16093810,1000,2026-03-28T12:45:58Z
82486387.0,18429545,0,2026-03-28T12:45:58Z
82486387.0,16093810,1000,2026-03-28T12:45:58Z
82486379.0,16093810,1000,2026-03-28T12:45:58Z
82486379.0,18429545,11000,2026-03-28T12:45:58Z
82486372.0,16093810,1000,2026-03-28T12:45:58Z
82486372.0,16544003,1800,2026-03-28T12:45:58Z
82486372.0,15342541,18000,2026-03-28T12:45:58Z
82486364.0,16093810,1000,2026-03-28T12:45:58Z
82486364.0,18429545,2500,2026-03-28T12:45:58Z
82486311.0,16093810,1000,2026-03-28T12:45:58Z
82486311.0,18429545,5000,2026-03-28T12:45:58Z
82486311.0,16544003,1800,2026-03-28T12:45:58Z
82486306.0,16093810,1000,2026-03-28T12:45:58Z
82486306.0,18429545,2500,2026-03-28T12:45:58Z
82486299.0,16093810,1000,2026-03-28T12:45:58Z
82486299.0,18429545,2500,2026-03-28T12:45:58Z
82486299.0,16544003,1800,2026-03-28T12:45:58Z
82486294.0,16093810,1000,2026-03-28T12:45:58Z
82486294.0,18429545,3000,2026-03-28T12:45:58Z
82486288.0,16544002,1800,2026-03-28T12:45:58Z
82486288.0,16093810,1000,2026-03-28T12:45:58Z
82486288.0,18429545,2700,2026-03-28T12:45:58Z
82486258.0,16093810,1000,2026-03-28T12:45:58Z
82486258.0,18429545,3000,2026-03-28T12:45:58Z
82486155.0,16093810,1000,2026-03-28T12:45:58Z
82486155.0,18429545,8500,2026-03-28T12:45:58Z
82486155.0,16544003,1800,2026-03-28T12:45:58Z
82486145.0,16093810,1000,2026-03-28T12:45:58Z
82486145.0,18429545,8500,2026-03-28T12:45:58Z
82486145.0,16544003,1800,2026-03-28T12:45:58Z
82486137.0,16093810,1000,2026-03-28T12:45:58Z
82486137.0,18429545,8500,2026-03-28T12:45:58Z
82486137.0,16544003,1800,2026-03-28T12:45:58Z
82486122.0,16093810,1000,2026-03-28T12:45:58Z
82486122.0,18429545,8500,2026-03-28T12:45:58Z
82486122.0,16544003,1800,2026-03-28T12:45:58Z
82486110.0,16093810,1000,2026-03-28T12:45:58Z
82486110.0,18429545,8500,2026-03-28T12:45:58Z
82486110.0,16544003,1800,2026-03-28T12:45:58Z
82486084.0,16093810,1000,2026-03-28T12:45:58Z
82486084.0,18429545,6000,2026-03-28T12:45:58Z
82486084.0,16544003,3200,2026-03-28T12:45:58Z
82486063.0,16093810,1000,2026-03-28T12:45:58Z
82486063.0,18429545,6000,2026-03-28T12:45:58Z
82486035.0,16093810,1000,2026-03-28T12:45:58Z
82486035.0,18429545,5500,2026-03-28T12:45:58Z
82486035.0,16544003,1800,2026-03-28T12:45:58Z
82486028.0,16093810,1000,2026-03-28T12:45:58Z
82486028.0,18429545,5500,2026-03-28T12:45:58Z
82486028.0,16544003,1800,2026-03-28T12:45:58Z
82486014.0,16093810,1000,2026-03-28T12:45:58Z
82486014.0,18429545,11000,2026-03-28T12:45:58Z
82486014.0,16544003,3200,2026-03-28T12:45:58Z
82486007.0,16093810,1000,2026-03-28T12:45:58Z
82486007.0,18429545,12000,2026-03-28T12:45:58Z
82486007.0,16544003,3200,2026-03-28T12:45:58Z
82485999.0,16093810,1000,2026-03-28T12:45:58Z
82485999.0,18429545,12000,2026-03-28T12:45:58Z
82485999.0,16544003,3200,2026-03-28T12:45:58Z
82485976.0,16093810,1000,2026-03-28T12:45:58Z
82485976.0,18429545,12000,2026-03-28T12:45:58Z
82485976.0,16544003,3200,2026-03-28T12:45:58Z
82485952.0,16093810,1000,2026-03-28T12:45:58Z
82485952.0,18429545,6000,2026-03-28T12:45:58Z
82485940.0,16093810,1000,2026-03-28T12:45:58Z
82485940.0,18429545,11000,2026-03-28T12:45:58Z
82485940.0,16544003,1800,2026-03-28T12:45:58Z
82485934.0,16093810,1000,2026-03-28T12:45:58Z
82485934.0,18429545,5500,2026-03-28T12:45:58Z
82485934.0,16544003,1800,2026-03-28T12:45:58Z
82485919.0,16093810,1000,2026-03-28T12:45:58Z
82485919.0,18429545,12500,2026-03-28T12:45:58Z
82485919.0,16544003,1800,2026-03-28T12:45:58Z
82485911.0,16093810,1000,2026-03-28T12:45:58Z
82485911.0,18429545,13000,2026-03-28T12:45:58Z
82485911.0,16544003,1600,2026-03-28T12:45:58Z
82485904.0,16093810,1000,2026-03-28T12:45:58Z
82485904.0,18429545,12500,2026-03-28T12:45:58Z
82485904.0,16544003,1600,2026-03-28T12:45:58Z
82485897.0,16093810,1000,2026-03-28T12:45:58Z
82485897.0,18429545,12000,2026-03-28T12:45:58Z
82485897.0,16544003,1800,2026-03-28T12:45:58Z
82485890.0,16093810,1000,2026-03-28T12:45:58Z
82485890.0,18429545,12500,2026-03-28T12:45:58Z
82485890.0,16544003,1800,2026-03-28T12:45:58Z
82484377.0,16093810,1000,2026-03-28T12:16:23Z
82484377.0,18429545,15000,2026-03-28T12:16:23Z
82484377.0,16544003,2000,2026-03-28T12:16:23Z
82450793.0,15140099,300,2026-03-27T20:19:24Z
82450793.0,16544003,1000,2026-03-27T19:30:04Z
82450793.0,16538227,12000,2026-03-27T19:30:04Z
82449661.0,18429545,12500,2026-03-27T18:55:20Z
82449661.0,16544003,5600,2026-03-27T18:55:20Z
82449298.0,16093810,0,2026-03-27T18:42:05Z
82449298.0,18429545,27000,2026-03-27T18:42:05Z
82442005.0,16093810,0,2026-03-27T18:41:54Z
82442005.0,18429545,28800,2026-03-27T18:29:14Z
82448564.0,16093810,0,2026-03-27T18:17:11Z
82448564.0,18429545,22000,2026-03-27T18:17:11Z
82448564.0,16544003,3200,2026-03-27T18:17:11Z
82448496.0,16093810,0,2026-03-27T18:13:10Z
82448496.0,18429545,22000,2026-03-27T18:13:10Z
82448496.0,16544003,3200,2026-03-27T18:13:10Z
82441997.0,16093810,0,2026-03-27T18:12:44Z
82441997.0,18429545,22000,2026-03-27T18:11:46Z
82441997.0,16544003,3200,2026-03-27T18:08:26Z
81143868.0,16544003,3500,2026-03-27T17:33:28Z
82447754.0,15339263,15800,2026-03-27T17:32:23Z
82447754.0,18429545,3400,2026-03-27T17:32:23Z
82447754.0,16544002,2600,2026-03-27T17:32:23Z
82419921.0,16093810,1000,2026-03-27T04:43:32Z
82419921.0,18429545,5000,2026-03-27T04:43:32Z
82419915.0,16544003,2000,2026-03-27T04:43:32Z
82419915.0,18429545,7500,2026-03-27T04:43:32Z
82419909.0,18429545,7500,2026-03-27T04:43:32Z
82419909.0,16544003,1800,2026-03-27T04:43:32Z
82418994.0,18429545,3000,2026-03-27T04:15:08Z
82418994.0,16544002,1000,2026-03-27T04:15:08Z
82418987.0,16093810,1000,2026-03-27T04:15:08Z
82418987.0,18429545,5000,2026-03-27T04:15:08Z
82418981.0,16544003,2000,2026-03-27T04:15:08Z
82418981.0,18429545,7500,2026-03-27T04:15:08Z
82418975.0,18429545,7500,2026-03-27T04:15:08Z
82418975.0,16544003,1800,2026-03-27T04:15:08Z
82418536.0,18429545,3000,2026-03-27T03:57:44Z
82418536.0,16544002,1000,2026-03-27T03:57:44Z
82418526.0,16093810,1000,2026-03-27T03:57:44Z
82418526.0,18429545,5000,2026-03-27T03:57:44Z
82418515.0,16544003,2000,2026-03-27T03:57:44Z
82418515.0,18429545,7500,2026-03-27T03:57:44Z
82418503.0,18429545,7500,2026-03-27T03:57:44Z
82418503.0,16544003,1800,2026-03-27T03:57:44Z
82410587.0,18429545,3000,2026-03-27T03:27:44Z
82410587.0,16544002,1000,2026-03-27T03:27:44Z
82410582.0,18429545,3000,2026-03-27T03:27:44Z
82410582.0,16544002,1000,2026-03-27T03:27:44Z
82410577.0,18429545,3000,2026-03-27T03:27:44Z
82410577.0,16544002,1000,2026-03-27T03:27:44Z
82410562.0,16093810,1000,2026-03-27T03:27:44Z
82410562.0,18429545,5000,2026-03-27T03:27:44Z
82410556.0,16544003,2000,2026-03-27T03:27:44Z
82410556.0,18429545,7500,2026-03-27T03:27:44Z
82410549.0,18429545,7500,2026-03-27T03:27:44Z
82410549.0,16544003,1800,2026-03-27T03:27:44Z
82400835.0,16093810,12500,2026-03-26T21:14:38Z
82400835.0,18429545,14000,2026-03-26T21:14:38Z
82400835.0,16544003,3800,2026-03-26T21:14:38Z
82400699.0,16093810,10000,2026-03-26T21:13:48Z
82400699.0,18429545,5000,2026-03-26T21:13:26Z
82400699.0,16544003,3800,2026-03-26T21:12:37Z
82400434.0,16093810,12500,2026-03-26T21:09:59Z
82400434.0,18429545,14500,2026-03-26T21:09:44Z
82400434.0,16544003,4800,2026-03-26T21:09:21Z
82400340.0,16093810,10500,2026-03-26T21:03:21Z
82400340.0,18429545,10000,2026-03-26T21:03:05Z
82400340.0,16544003,2000,2026-03-26T21:02:50Z
82397170.0,16093810,9000,2026-03-26T20:59:56Z
82397170.0,18429545,7500,2026-03-26T20:59:22Z
82397163.0,16093810,9500,2026-03-26T20:55:52Z
82397163.0,18429545,6500,2026-03-26T20:55:29Z
82397163.0,16544003,3800,2026-03-26T20:55:06Z
82396966.0,16093810,8500,2026-03-26T20:49:04Z
82396966.0,16544003,2000,2026-03-26T20:49:04Z
82396966.0,15342541,11000,2026-03-26T20:49:04Z
82396661.0,16093810,8500,2026-03-26T20:47:56Z
82396661.0,18429545,3500,2026-03-26T20:47:36Z
82397121.0,18429545,13500,2026-03-26T20:45:01Z
82345538.0,16093810,5000,2026-03-26T20:43:55Z
82345538.0,18429545,2800,2026-03-26T20:43:36Z
82345538.0,16544003,2000,2026-03-26T20:43:20Z
82345536.0,16093810,9000,2026-03-26T20:40:31Z
82345536.0,16544003,1800,2026-03-26T20:40:16Z
82345536.0,15342541,8000,2026-03-26T20:39:52Z
82345527.0,16093810,9500,2026-03-26T20:38:52Z
82345527.0,18429545,6500,2026-03-26T20:36:15Z
82396061.0,16093810,11000,2026-03-26T20:25:04Z
82396061.0,18429545,13000,2026-03-26T20:25:04Z
82396061.0,16544003,2000,2026-03-26T20:25:04Z
82345520.0,16093810,9000,2026-03-26T20:16:32Z
82345520.0,18429545,2500,2026-03-26T20:16:12Z
82345520.0,16544002,1700,2026-03-26T20:15:44Z
82345518.0,16093810,11000,2026-03-26T20:06:48Z
82345518.0,18429545,13000,2026-03-26T20:06:28Z
82345518.0,16544003,2000,2026-03-26T20:06:05Z
82392866.0,18429545,5000,2026-03-26T19:24:52Z
82392866.0,16544003,1600,2026-03-26T19:24:34Z
82393089.0,18429545,1600,2026-03-26T19:24:14Z
82393037.0,16544003,1000,2026-03-26T19:24:14Z
82393037.0,16544003,1400,2026-03-26T19:24:14Z
82393037.0,18429545,6600,2026-03-26T19:24:14Z
82393034.0,16544003,1000,2026-03-26T19:24:14Z
82393034.0,15342541,10000,2026-03-26T19:24:14Z
82393019.0,18429545,17000,2026-03-26T19:24:14Z
82393019.0,16544003,1200,2026-03-26T19:24:14Z
82393019.0,16544003,3000,2026-03-26T19:24:14Z
82393006.0,18429545,19999,2026-03-26T19:24:14Z
82393006.0,16544003,1400,2026-03-26T19:24:14Z
82393006.0,16544003,3000,2026-03-26T19:24:14Z
82392990.0,18429545,19000,2026-03-26T19:24:14Z
82392990.0,16544003,1400,2026-03-26T19:24:14Z
82392990.0,16544003,3000,2026-03-26T19:24:14Z
82392980.0,16544003,1400,2026-03-26T19:24:14Z
82392980.0,15779592,1000,2026-03-26T19:24:14Z
82392980.0,18429545,7500,2026-03-26T19:24:14Z
82392970.0,16544003,1400,2026-03-26T19:24:14Z
82392970.0,15779592,1000,2026-03-26T19:24:14Z
82392970.0,18429545,7500,2026-03-26T19:24:14Z
82392953.0,18429545,5000,2026-03-26T19:24:14Z
82392953.0,16544003,1500,2026-03-26T19:24:14Z
82392945.0,18429545,5000,2026-03-26T19:24:14Z
82392945.0,16544003,10000,2026-03-26T19:24:14Z
82392934.0,18429545,6300,2026-03-26T19:24:14Z
82392934.0,16544003,10000,2026-03-26T19:24:14Z
82392926.0,18429545,6300,2026-03-26T19:24:14Z
82392926.0,16544003,10000,2026-03-26T19:24:14Z
82392910.0,15339263,15800,2026-03-26T19:23:22Z
82392910.0,18429545,3400,2026-03-26T19:23:22Z
82392910.0,16544002,2600,2026-03-26T19:23:22Z
82392115.0,18429545,17000,2026-03-26T19:16:16Z
82392115.0,16544003,5400,2026-03-26T19:15:54Z
82392263.0,18429545,13000,2026-03-26T19:06:01Z
82392097.0,18429545,13000,2026-03-26T19:03:30Z
82391919.0,16544003,1600,2026-03-26T18:50:29Z
82391919.0,18429545,13500,2026-03-26T18:50:29Z
82390767.0,15342541,70000,2026-03-26T18:01:26Z
82390759.0,18429545,12000,2026-03-26T18:01:26Z
82390751.0,18429545,13000,2026-03-26T18:01:26Z
82390743.0,18429545,13500,2026-03-26T18:01:26Z
82390743.0,16544003,1600,2026-03-26T18:01:26Z
82390736.0,18429545,13500,2026-03-26T18:01:26Z
82390736.0,16544003,1600,2026-03-26T18:01:26Z
82390725.0,18429545,13500,2026-03-26T18:01:26Z
82390713.0,18429545,13000,2026-03-26T18:01:26Z
82390706.0,18429545,13500,2026-03-26T18:01:26Z
82390706.0,16544003,1600,2026-03-26T18:01:26Z
82390699.0,18429545,13500,2026-03-26T18:01:26Z
82390699.0,16544003,1600,2026-03-26T18:01:26Z
82390059.0,14158021,6500,2026-03-26T17:45:29Z
82389886.0,16544003,1600,2026-03-26T17:41:47Z
82389886.0,18429545,13500,2026-03-26T17:41:47Z
82389596.0,18429545,17500,2026-03-26T17:31:10Z
82389596.0,16544003,5900,2026-03-26T17:31:10Z
82388344.0,18429545,17500,2026-03-26T17:25:34Z
82388344.0,16544003,5900,2026-03-26T17:24:13Z
82384720.0,15339263,16000,2026-03-26T15:59:51Z
82384720.0,18429545,3500,2026-03-26T15:57:04Z
82384720.0,16544002,2800,2026-03-26T15:56:37Z
82378842.0,18429545,13000,2026-03-26T14:35:09Z
82378826.0,18429545,8500,2026-03-26T14:35:09Z
82378826.0,15779592,1700,2026-03-26T14:35:09Z
82378814.0,18429545,12000,2026-03-26T14:35:09Z
82378814.0,16544003,4700,2026-03-26T14:35:09Z
82378798.0,18429545,5500,2026-03-26T14:35:09Z
82378798.0,16544003,5000,2026-03-26T14:35:09Z
82378785.0,18429545,5500,2026-03-26T14:35:09Z
82378785.0,16544003,5000,2026-03-26T14:35:09Z
82378772.0,18429545,5500,2026-03-26T14:35:09Z
82378772.0,16544003,3500,2026-03-26T14:35:09Z
82376881.0,18429545,1600,2026-03-26T14:04:50Z
82376878.0,16093810,1000,2026-03-26T14:04:50Z
82376878.0,15342541,21880,2026-03-26T14:04:50Z
82376871.0,16093810,1000,2026-03-26T14:04:50Z
82376871.0,18429545,14500,2026-03-26T14:04:50Z
82376862.0,16093810,1000,2026-03-26T14:04:50Z
82376862.0,18429545,3000,2026-03-26T14:04:50Z
82376862.0,16544002,2000,2026-03-26T14:04:50Z
82376852.0,16093810,1000,2026-03-26T14:04:50Z
82376852.0,18429545,3000,2026-03-26T14:04:50Z
